"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)414",2760,"2ktOuYZelw9ohTMm2RYDWBYHwe",66,"1",30.39,0.24,0.12,0.2,0.21,0.04,0.14,0.9,0.75,3.13,10.28,0.01,0.18,0.23,0.72,-0.0153171500156238,0.0937989213676609,6754.86,53.19,151.68,0,7.21,0,0,612.67,612.67,2.71,5.78,13.46,0,1.71,1.59,20153,35,575.8,1197.3,184,322.03,247.59,8,6648,6640,3.82,16.11,202.38,24,617,-45.44,18,229.07,488.27,0,0,3068.7,3068.7,3.43,12.73,43.33,0,10.04,5.24,85,108.21,570.35,8.87,16.94,12.94,0,4124.99,4124.99,6.26,38.19,61.86,2.01,30.75,116.17,6,85,-26.2,87.16,-5.5,-11.86,7.77,-773.08,0,773.08,-7.51,60.68,9.45,-21.03,-1.51,-79.79,12,5.52,7.58,2,4.12,2.97,0,24,24,1.33,0.25,1.36,0,4.5,24,1,32151.23,251.18,107.71,251.1,246.94,102.99,19.1,545.9,526.8,0.36,0.19,9.52,181.52,319.57,126,2,1.07,0.73,2,99,114,99,-0.186
"(Intercept)415",2763,"t6CIXyTKPGiXlGOWHa3xj9Y8uY",66,"1",53.94,0.42,0.1,0.4,0.41,0.07,0.3,0.87,0.58,1.8,3.51,0.01,0.36,0.45,1.3,-0.0167998192930964,0.162637864584561,61548.66,484.64,146.2,482,471.36,139.07,250.01,1017.06,767.05,0.91,0.95,12.97,369.8,555.49,3.17,5500,189,29.1,21.86,17,25.07,2.97,7,112,105,1.66,2.12,1.59,16,38,0,177,1190.5,343.68,367.05,0,2574.57,2574.57,0.15,1.44,30.5,967.13,1468.74,5.08,583,49.27,306.15,18.36,22.08,18.64,0,6705.88,6705.88,18.64,386.59,12.68,7.56,36.26,1249.77,41,583,-48.36,90.18,-21.06,-27,21.87,-811.72,59.6,871.32,-4.28,22.72,3.74,-41.83,-8.75,-625,67,21.61,4.28,21,21.86,4.45,11,29,18,-0.37,-0.17,0.58,20,24,11,10,5844.61,45.66,24.27,41.51,43.77,23.27,3,125.9,122.9,0.86,0.79,2.15,28.74,60.87,72,56,0.08,14.64,9,9,0,0,0.262
"(Intercept)416",2764,"X47aNF9RL8qFr0e4jsXjVO0blR",66,"1",64.53,0.51,0.1,0.5,0.5,0.11,0.34,0.82,0.48,0.71,-0.04,0.01,0.42,0.57,0.37,0.37876246776046,0.0476377544678229,60186.53,473.91,108.34,475.82,472.3,115.34,258.61,753.06,494.45,0.13,-0.75,9.61,394.62,553.55,2.53,913,80,11.41,12.47,6,8.98,5.93,1,69,68,2.11,5.28,1.39,3,17.25,-0.1,9,937.62,245.92,217.1,441.93,1715.38,1273.45,0.56,0.12,21.82,871.84,1174.24,4.04,1950,32.32,69.2,20.41,23.8,20.14,0,2150.16,2150.16,18.42,490.21,1.57,9.05,38.96,627.32,113,1950,-30.86,25.36,-23.79,-27.27,20.33,-265.31,-0.4,264.91,-2.01,7.59,0.57,-41.48,-13.59,-162.97,87,60.02,9.38,61,60.23,10.38,38,77,39,-0.22,-0.81,1.16,53,68,43,64,3922.71,30.65,18.4,28.2,29.04,16.43,2.83,117.72,114.89,1.19,2.69,1.63,17.97,39.59,37,91,0.05,31.11,9,5,1,1,0.047
"(Intercept)417",2766,"BktcZvEzy6GTroSq5yCmom10g5",66,"1",50.29,0.4,0.08,0.38,0.39,0.06,0.28,0.69,0.42,1.31,1.89,0.01,0.34,0.43,0.72,0.14001803685491,0.094296182390958,59213.66,466.25,107.77,457.76,462.35,122.63,287.35,766.57,479.22,0.31,-0.71,9.56,377.56,546.38,2.77,600,64,9.38,10.08,6,7.44,4.45,1,55,54,2.19,5.54,1.26,3,11,-0.06,10,1186.12,280.05,237.99,661.45,2324.29,1662.84,0.99,1.92,24.85,1089.87,1406.24,4.11,1352,44.16,100.01,23.76,28.62,27.51,0,1720.99,1720.99,9.08,106.81,2.72,8.45,48.16,990.29,89,1352,-37.68,35.14,-27.78,-31.92,25.24,-240.71,14.31,255.01,-2.07,6.07,0.96,-49.12,-13.67,-232.45,75,53.04,11.75,54,53.46,11.86,13,74,61,-0.59,0.98,1.65,46,60.5,10,50,2365.84,18.48,10.25,17.58,17.82,11.61,1.41,50.04,48.63,0.56,-0.36,0.91,10.05,25.85,5,123,0.06,51.84,50,1,0,0,0.239
"(Intercept)418",2768,"GhOe3Obn7WNvisfbEJtDyve464",66,"1",64.14,0.5,0.1,0.5,0.5,0.08,0.13,0.81,0.68,0.25,1.72,0.01,0.44,0.56,1.07,0.132765314782245,0.13712446399916,58260.29,458.74,126.95,458.16,459.52,134.49,13.46,805.46,792,-0.23,1.02,11.27,373.07,550.16,2.9,1740,85,20.47,16.51,16,17.39,8.9,7,105,98,2.56,8.24,1.79,11,24,0.02,36,924.77,331.82,272.22,191.32,2110.68,1919.36,0.7,1.04,29.44,850.94,1237.4,5,1112,58.41,170.25,39.95,46.31,40.73,-10.91,5438.72,5449.63,28.5,894.28,5.11,16.15,78.74,444.44,27,1112,-49.59,59.34,-34.55,-40.63,39.98,-800.39,-0.1,800.29,-4.99,47.99,1.78,-70.22,-11.33,-500,36,34.23,6.49,35,34.74,4.45,1,46,45,-2.06,8.79,0.8,32,37,60,64,3548.45,27.72,38.72,20.57,22.29,12.43,3,333,330,6.58,46.67,3.42,13.6,29.36,14,114,-0.14,41.47,34,3,2,1,-0.262
"(Intercept)419",2769,"3RJylTU8BYPu1kYh1KUnYn4yqa",66,"1",228.46,1.8,0.55,1.7,1.74,0.4,0.98,5.7,4.72,3.26,18.82,0.05,1.46,2,2.77,0.621514683876784,0.433717688674847,68113.46,536.33,132.37,528.24,530.71,141.38,290.9,922.42,631.52,0.42,-0.35,11.75,430.25,611.93,3.04,23384,123,190.11,79.47,161,183.39,59.3,78,398,320,0.74,-0.73,7.17,125.5,264.5,0.22,9,299.19,178.55,122.85,0,1100.31,1100.31,0.78,1.41,15.84,342.02,560.72,2.04,1606,26.22,62.28,5.48,12.21,7.17,0,796.66,796.66,5.85,48.42,1.55,2.01,21.07,517.54,217,1606,-15.64,27.64,-4.45,-9.37,6.06,-312.08,-0.01,312.07,-3.84,22.37,0.69,-18.08,-0.92,-216.16,171,14.03,6,14,13.97,5.93,0,29,29,0.06,-0.54,0.4,10,18,35,10,454.23,3.55,2.32,3.16,3.27,1.6,0,16,16,1.83,5.89,0.21,2.24,4.47,0,128,0,90.66,128,0,0,0,0.17
"(Intercept)420",2770,"7LueecnP1BsGy83cZnrgec0pRu",66,"1",27.53,0.22,0.09,0.19,0.2,0.03,0.07,0.65,0.57,2.65,7.53,0.01,0.17,0.21,-0.77,0.548039110137573,-0.122044487283698,7542.39,59.39,128.31,0,28.09,0,0,569.44,569.44,2.1,3.51,11.39,0,2.71,-2.17,16342,29,563.52,1288.73,24,279.2,23.72,8,5986,5978,2.97,8.73,239.31,16,381,53.87,14,294.37,431.96,0,0,2269.8,2269.8,2.63,7.07,38.33,0,21.19,-6.66,103,168.9,1203,21.14,28.22,28.37,0,12174.37,12174.37,9.66,93.31,118.53,6.39,49.68,251.69,8,103,-52.69,183.12,-11.83,-20.83,16.23,-1688.66,0,1688.66,-7.45,60.75,18.04,-34.76,-3.25,-258.98,11,7.39,9.23,2,6.62,2.97,0,26,26,0.77,-1.23,1.74,0,19,2,10,30932.02,241.66,92.95,264.66,250.68,75.06,7,383.63,376.63,-0.84,-0.07,8.22,193.25,310.04,122,6,2.18,2.29,3,111,107,103,-0.579
"(Intercept)421",2771,"E3IcZxSDaJLT12NZG3zocBiFEq",66,"1",10.28,0.08,0.07,0.07,0.07,0.03,0.02,0.86,0.84,8.81,88.71,0.01,0.06,0.09,-0.13,0.142082807387656,-0.0225191952190764,122.83,0.97,1.75,1,0.64,1.48,0,16,16,5.3,40.32,0.16,0,1,-0.01,7315,62,117.98,116.32,90,95.62,74.13,4,520,516,2.03,4.11,14.77,40,128.75,-0.5,17,12.46,79.55,0,0,500,500,4.1,18.78,7.06,0,0,-0.47,44,24.19,54.8,1.26,13.72,1.84,0,330.65,330.65,4.08,19.46,8.26,0.24,39.11,NA,2,43,-9.99,38.44,-1.22,-2.62,1.77,-250,-0.01,249.99,-5.68,32.36,5.86,-4.3,-0.13,-15.62,6,8,4,8,7.44,2.97,3,18,15,1.12,0.9,1.21,5.5,9,1,10,34185.01,267.07,83.64,274.08,270.21,91.47,49.48,424.44,374.97,-0.33,-0.56,7.39,209.88,328.7,128,0,1.39,0,0,128,128,128,-0.129
"(Intercept)422",2774,"058iHvb08sam22iU4UJWVjugzW",66,"1",49.88,0.39,0.03,0.39,0.39,0.03,0.33,0.49,0.16,0.39,0,0,0.37,0.42,-0.01,0.398611312988756,-0.00215122395412004,59302.45,466.95,97.31,454.63,467.47,118.93,289.08,694.3,405.22,0,-1.01,8.63,395.18,559.09,2.48,856,55,15.56,9.32,14,14.96,10.38,1,39,38,0.54,-0.42,1.26,9,21,-0.01,20,1206.45,268.24,313.47,701.22,1881.72,1180.5,0.14,-0.79,23.8,1025.55,1436.88,6.61,518,38.08,116.76,17.04,19.98,14.73,0.11,1347.78,1347.67,7.86,66.86,5.13,8.98,33.72,969.7,25,518,-19.53,15.24,-16.09,-17.42,12.41,-118.25,-0.05,118.2,-1.81,5.31,0.67,-26.6,-8.87,-77.49,19,20.74,3.7,21,20.75,4.45,13,28,15,-0.03,-0.95,0.52,18,23.75,16,48,3291.75,25.72,13.78,24.71,25.2,16.2,0,59.54,59.54,0.32,-0.61,1.22,14.99,36.42,28,100,0.05,36.4,14,3,0,0,0.121
"(Intercept)423",2786,"vq2A7Ot3xg9IbykBxoYlFbEvI0",66,"1",80.56,0.63,0.1,0.62,0.63,0.08,0.45,0.94,0.49,0.76,0.31,0.01,0.57,0.67,0.75,0.38232531065109,0.0928486922377685,62332.67,490.81,118.7,482.86,483.85,139.82,285.51,926.66,641.15,0.63,0.44,10.53,389.81,574.16,2.76,1450,93,15.59,6.64,15,15.11,5.93,5,49,44,1.77,6.66,0.69,12,19,0.05,18,775,181.95,186.35,404.17,1534.23,1130.06,0.72,1.7,16.15,680.71,923.84,3.61,799,28.52,179.42,9.24,12.72,9.79,0,2964.64,2964.64,15.23,237.44,6.35,4.23,22.33,944.44,57,799,-17.43,29.97,-7.72,-11.46,8.74,-331.86,-0.09,331.76,-5.13,35.93,1.06,-20.29,-3.25,-235.7,52,19.74,4.06,20,19.75,4.45,10,32,22,0.09,0.19,0.45,17,22,11,66,2277,17.79,9.32,16.78,16.97,8.37,1.41,48.17,46.75,0.95,1.02,0.82,11.31,22.49,5,123,0.04,53.89,41,1,0,0,0.137
"(Intercept)424",2792,"cfxKUG4Fp0eA58np5G6GUpVdVv",66,"1.25",194.34,1.53,0.54,1.47,1.51,0.24,0.4,3.45,3.05,0.7,2.38,0.05,1.34,1.66,0.65,1.26380698522919,0.0981621706102084,70895,558.23,338.96,502.72,527.29,179.62,0,2033.89,2033.89,1.32,3.16,30.08,397.88,659.08,3.78,24052,114,210.98,187.27,160,184.1,84.51,7,1264,1257,2.21,7.5,17.54,113.25,227.75,-0.23,26,365.87,279.15,201.68,0,1238.79,1238.79,-0.01,-0.01,24.77,379.88,648.75,2.53,1549,24.91,38.97,10.46,16.44,12.26,0,472.4,472.4,3.86,22.73,0.99,3.87,29.49,264.81,130,1549,-20.58,25.09,-9.9,-15.78,13.11,-161.84,-0.01,161.84,-2.05,5.16,0.64,-30.15,-3.18,-148.13,77,15.89,8.54,16,15.57,8.9,0,40,40,0.4,0.02,0.61,10,21.5,57,27,5767.7,45.06,124.64,8.06,8.51,5.32,1,570.14,569.14,3.16,8.49,11.02,5.07,12.18,11,117,0.35,72.23,22,1,11,1,-0.542
"(Intercept)425",2794,"7AqqKMWQpJjmYJXNLq4uvQdP1p",66,"1",126.56,1,0.26,0.96,0.98,0.23,0.16,1.8,1.64,0.58,0.97,0.02,0.81,1.12,0.76,0.692495396772754,0.111988296808861,69083.79,543.97,161.51,531.25,534.12,150.29,0,1095.65,1095.65,0.57,1.68,14.33,430.84,632.55,2.72,19628,123,159.58,83.77,131,144.14,43,50,625,575,2.39,7.68,7.55,109,166,0.08,4,548.22,229.06,231.12,0,1368.64,1368.64,0.2,0.18,20.33,579.64,889.6,2.74,1327,28.6,61.86,8.27,15.62,9.62,0,1121.81,1121.81,7.56,95.48,1.7,3.46,25.95,527.23,175,1327,-24.25,42.86,-7.64,-14.47,9.41,-469.18,-0.02,469.16,-4.08,24.14,1.18,-26.58,-3.06,-306.26,153,20.91,4.95,21,21,5.93,7,34,27,-0.13,-0.35,0.44,17.5,25,85,64,1651.29,12.9,37.54,8.54,9.22,5.19,1,430.02,429.02,10.71,116.09,3.32,6.08,12.65,1,127,0.01,74.11,65,1,1,1,-0.264
"(Intercept)426",2796,"FoeSJiEBHlt15OG04MxvYjLOuz",66,"1.25",26.26,0.21,0.13,0.18,0.18,0.05,0.1,1.33,1.22,5.21,37.39,0.01,0.14,0.22,-0.67,0.485261009725956,-0.102584594536913,1845.23,14.53,97.13,0,0.18,0,0,1047.04,1047.04,9.62,97.9,8.62,0,0,-0.42,15777,18,876.5,1129.39,439.5,739.44,495.19,8,3938,3930,1.45,0.9,266.2,129.5,1098.25,7.16,13,99.48,299.05,0,0,2584.04,2584.04,6,41.44,26.54,0,0,-1.29,30,34.46,66.84,12.22,18.92,18.12,0,340.36,340.36,3.4,12.14,12.2,0.64,31.06,NA,2,30,-30.22,115.66,-4.08,-7.01,5.67,-638.57,0,638.57,-4.84,22.52,21.12,-13.7,-0.71,NA,3,2.26,2.7,1,1.96,1.48,0,8,8,0.74,-0.86,0.52,0,4,9,1,40788.81,318.66,158.7,317.22,318.81,186.44,17.72,587.76,570.04,0.01,-1.11,14.03,191.55,441.93,127,1,1.59,0.42,1,114,125,76,-0.11
"(Intercept)427",2797,"wraUY9D2MIJzuUYPxCwFA9O9Jk",66,"1",49.78,0.39,0.06,0.38,0.39,0.05,0.3,0.58,0.29,1.05,0.84,0.01,0.35,0.42,0.31,0.283634060372727,0.0399200342613488,57506.35,452.81,99.67,457.97,450.46,108.98,264.59,718.06,453.47,0.18,-0.74,8.84,378.82,524.32,2.58,505,48,10.52,8.14,10,9.32,4.45,1,45,44,2.44,7.58,1.17,5,12.25,0.1,1,1155.76,252.87,295.01,664.54,1989.65,1325.11,0.32,-0.4,22.44,995.02,1391.67,5.83,483,29.82,106.31,12.55,16.38,15.11,0,1585.76,1585.76,11.54,149.15,4.84,4.3,29.72,583.5,21,483,-13.78,11.83,-10.79,-12.09,9.28,-88.57,18.78,107.35,-1.8,5.39,0.54,-18.92,-5.1,-60.02,20,19.34,4.59,19,18.77,4.45,13,31,18,0.9,0.21,0.65,16,21.75,36,49,2637.45,20.61,9.12,20.17,20.21,10.64,3,46.24,43.24,0.39,-0.25,0.81,13,27.42,6,122,0.04,46.29,33,1,0,0,0.118
"(Intercept)428",2801,"ZZMdsmTZFY4qJbRJafHFTspkmw",66,"1",68.08,0.54,0.12,0.54,0.53,0.13,0.3,0.96,0.66,0.31,0.04,0.01,0.45,0.62,1.9,-0.151025401425365,0.25311372407664,61306,482.72,121.79,478.24,476.97,139.7,285.99,814.93,528.94,0.36,-0.54,10.81,384.89,571.63,2.7,795,53,15,9.33,15,13.86,4.45,3,62,59,2.62,10.5,1.28,11,17,-0.04,22,907.24,179.8,157.1,533.28,1641.96,1108.68,0.82,1.84,15.95,827.42,1041.66,1.96,700,16.86,38.56,8.85,11.86,10.07,0,866.67,866.67,15.99,336.67,1.46,3.74,20.89,178.57,38,700,-16.26,51.13,-7.77,-10.85,8.15,-1017.43,-0.06,1017.37,-15.72,277.54,1.93,-19.34,-3.78,-160.9,29,20.3,5,20,20.23,4.45,1,35,34,-0.22,2.56,0.6,17,23,56,68,3199.09,24.99,13.09,23.26,24.12,12.25,2.24,64.03,61.8,0.69,0.34,1.16,16.48,32.14,22,106,-0.06,38.12,32,3,1,1,-0.073
"(Intercept)429",2802,"w6hBfigMzv02eiyqeSM7nb0AUC",66,"1",63.01,0.5,0.09,0.48,0.49,0.08,0.35,0.85,0.5,0.97,1.12,0.01,0.43,0.55,1.28,0.0493835728495809,0.164580452340097,59075.91,465.16,105.42,455.53,463.38,126.65,290.34,722.63,432.29,0.17,-1.07,9.35,383.03,554.87,2.71,2108,84,25.1,17.64,18.5,22.96,13.34,2,76,74,1.04,0.19,1.92,13.75,32,-0.12,43,967.25,201.81,161.1,618.59,1815.12,1196.53,0.75,1.41,17.91,912.58,1129.44,2.25,578,27.06,64.37,16.44,18.44,14.65,0,941.18,941.18,10.6,131.16,2.68,7.99,29.49,254.9,28,578,-18.93,18.65,-12.54,-15.84,13.09,-138.09,-0.08,138.02,-1.89,5.18,0.78,-27.68,-5.11,-90.67,21,18.08,4.01,18,18.25,3.71,1,25,24,-1.01,3.34,0.5,16,21,36,63,2776.8,21.69,12.84,18.63,19.97,9.51,3.16,67.36,64.2,1.34,1.78,1.13,13.38,25.96,13,115,0.12,46.5,50,2,0,0,0.122
"(Intercept)430",2811,"AUjnoNQaqKqQeLCO83co8jAlqy",66,"1",65.58,0.52,0.13,0.5,0.5,0.08,0.35,1.48,1.13,3.73,23.46,0.01,0.45,0.56,0.03,0.504227103943401,0.00448775349972594,60496.39,476.35,116.89,469.8,471.18,129.33,269.78,778.45,508.67,0.33,-0.55,10.37,383.18,556.25,2.48,1813,111,16.33,22.77,10,11.56,5.93,5,191,186,5.16,32.7,2.16,7,15.5,-0.12,75,931.83,275.26,207.67,471.98,1884.87,1412.89,0.85,0.57,24.43,831.42,1152.65,5.21,1300,53.3,82.65,31.25,39.13,32.37,0,1305.43,1305.43,7.96,99.85,2.29,13.39,65.81,923.08,97,1300,-51.22,74.1,-29.8,-37.83,31.99,-1225.45,-0.1,1225.35,-6.09,66.53,2.06,-63.68,-11.46,-619.42,90,39.41,5.95,40,39.59,4.45,24,53,29,-0.39,-0.11,0.73,36.25,42.75,0,65,2763.33,21.59,11.97,19.85,20.75,10.49,1,61.35,60.35,0.75,0.56,1.06,13.4,28.62,11,117,0.09,45.25,21,1,0,0,0.435
"(Intercept)431",2812,"pTRjYuba88XQFiAte9Nbe64haj",66,"1",76.93,0.61,0.22,0.58,0.59,0.09,0.05,2.33,2.28,3.9,28.39,0.02,0.53,0.65,0.08,0.585273632367389,0.00755399751459299,69171.44,544.66,234.66,502.36,525.86,126.84,8.47,1975.86,1967.39,2.48,13.08,20.82,429.47,606.12,2.99,863,76,11.36,7.81,9.5,10.02,5.19,3,37,34,1.76,2.89,0.9,6,12.25,0.11,18,904.71,327.58,277.82,59.17,2449.84,2390.67,1.07,3.99,29.07,749,1101.38,6.31,2722,66.89,157.55,33.79,45.62,36.69,0,3574.25,3574.25,13.54,234.08,3.02,14.77,79.31,2714.29,193,2722,-59.55,67.42,-36.59,-46.79,38.28,-738.93,-0.22,738.71,-2.56,10.31,1.29,-77.75,-15.86,-475.88,184,70.71,12.97,74,71.24,11.86,30,94,64,-0.53,0,1.48,62,79,0,51,3423.52,26.75,69.33,14.14,14.24,9.42,1,476.12,475.12,5.38,28.54,6.13,7.76,20.2,8,120,0.09,59.89,34,3,4,1,-0.368
"(Intercept)432",2813,"dBbQ5HTcPfyt5UEHSyWbS83ao6",66,"1",60.56,0.48,0.14,0.44,0.46,0.11,0.3,1.29,0.99,2.36,9.72,0.01,0.39,0.53,1.32,-0.023293763348847,0.184235276884683,59696.02,470.05,134.58,466.46,462.77,137.82,255.27,1128.78,873.51,0.96,2.94,11.94,366.65,559.33,3.01,709,50,14.18,10.97,14,12.62,5.93,2,62,60,2.66,8.57,1.55,8,16,-0.14,8,987.14,222.86,193.3,552.95,1699.26,1146.31,0.49,0.52,19.78,901.12,1156.94,2.97,535,28.04,53.11,14.3,19.91,15.72,0,747.34,747.34,8.87,103.96,2.3,6.18,35.7,329.27,25,535,-26.09,94.86,-10.92,-15.25,12.34,-1341.93,118.23,1460.16,-11.57,142.97,4.1,-26.67,-4.49,-485.91,27,17.56,4.44,18,17.41,4.45,8,28,20,0.21,-0.63,0.57,14,20,23,20,3835.92,29.97,17.28,26.93,28.03,15.69,5.1,107.94,102.84,1.45,3.24,1.53,18.61,38.73,33,95,0.1,31.11,11,2,0,0,0.394
"(Intercept)433",2814,"9AWtOpuwAwNptOALu6RanAggSa",66,"1",63.92,0.5,0.12,0.5,0.5,0.11,0.24,1.15,0.9,1.18,4.45,0.01,0.41,0.57,1.25,0.0660414765395393,0.161080669770668,65056.41,512.26,154.88,487.94,498.15,126.49,242.09,1317.65,1075.56,1.69,5.65,13.74,412.09,586.14,3.08,811,72,11.26,12.25,7.5,8.72,6.67,1,67,66,2.18,5.33,1.44,3.75,12.25,0.04,24,1034.44,282.65,229.02,547.15,2162.54,1615.39,1.06,1.76,25.08,904.38,1220.89,3.65,2336,79.04,93.97,52.06,61.78,50.45,-14.15,1247.55,1261.7,3.77,24.85,1.94,23.92,98.62,785.71,155,2336,-73.92,78.3,-50.93,-59.65,51.56,-722.22,82.56,804.78,-2.18,6.72,1.62,-97.56,-20.92,-476.91,147,73.02,13.18,74,73.25,13.34,44,100,56,-0.18,-0.73,1.65,62,82,57,40,2940.64,22.97,13.79,20.62,21.75,12.59,1,76.94,75.94,1.1,1.79,1.22,13.12,31.03,19,109,0.04,43.34,28,2,0,0,0.207
"(Intercept)434",2815,"vw2m1uEuRQqCKMLmCWebG6Azp0",66,"1",75.38,0.59,0.21,0.59,0.59,0.15,0.16,1.65,1.49,1.14,5.14,0.02,0.49,0.69,1.36,0.113529093300567,0.176819773198512,60097.03,473.2,235.2,469.95,473.1,166.54,0,1911.77,1911.77,1.5,9.77,20.87,349.51,577.32,2.71,3379,82,41.21,103.91,16,19.68,11.86,1,647,646,4.9,24.14,11.47,11,31.5,0.96,21,814.31,331.32,288.38,0,1677.28,1677.28,-0.36,0.67,29.4,685.11,1071.58,2.58,608,24.73,85.56,11.21,14.03,11.57,0,1404.95,1404.95,12.07,164.19,3.47,4.7,23.39,500.19,34,608,-15.4,35.82,-9.1,-10.96,9.27,-760.85,-0.06,760.79,-15.71,310.62,1.45,-18.69,-3.58,-116.74,35,16.01,4.1,16,16.02,4.45,4,26,22,-0.07,-0.06,0.47,13,19,22,67,8001.11,62.51,120.78,25.81,27.69,14.16,2,609.11,607.11,3.08,8.47,10.68,17.1,36.27,27,101,0.23,33.65,23,3,9,2,-0.472
"(Intercept)435",2841,"8189A0lKkMVaIuMe8YXUMvWsIu",66,"1",90.72,0.71,0.24,0.64,0.67,0.11,0.22,1.62,1.4,1.85,3.03,0.02,0.58,0.74,0.75,0.412920996760186,0.111028035240839,70966.9,558.79,220.64,518.74,525,126.53,37.03,1326.55,1289.52,1.61,3.04,19.58,429.47,598.51,2.45,3080,111,27.75,61.73,16,19.06,7.41,7,647,640,9.11,88.25,5.86,11,27,-0.3,28,781.65,242.15,187.8,0,1477.24,1477.24,-0.59,1.87,21.49,711.32,974.68,3.5,1588,49.23,132.72,25.51,34.93,28.43,0,4846.15,4846.15,29.89,1071.85,3.33,9.45,61.29,327.89,124,1588,-42.84,54.16,-21.52,-31.53,26.12,-355.83,0,355.83,-2.22,5.58,1.36,-56.17,-7.14,-297.66,123,34.91,7.47,36,35.68,5.93,0,49,49,-2.26,8.33,0.78,32,39,50,71,1478.03,11.55,25.23,8.6,8.98,4.9,0,289.39,289.39,10.43,111.88,2.23,5.79,12.05,1,127,-0.06,74.78,110,1,1,1,-0.205
"(Intercept)436",2844,"kKwshGg90zH3B3NkwFX8MaY05Z",66,"1",44.07,0.35,0.1,0.31,0.33,0.05,0.2,0.78,0.59,1.73,3.36,0.01,0.28,0.37,1.25,-0.0816310610259919,0.157891157568059,53633.64,422.31,164.68,395.98,402.5,118.86,179.85,1296.85,1117,1.94,6.35,14.61,319.52,482.47,2.67,1434,123,11.66,11.06,9,9.52,5.93,1,72,71,3,11.02,1,5,13.5,0.05,8,1223.92,454.9,330.09,292.81,3574.72,3281.91,1.38,4.55,40.37,1054.72,1496.34,3.18,357,45.15,82.83,27.95,32.8,30.8,0,1014.02,1014.02,7.6,71.67,4.38,10.56,54.32,559.84,15,357,-30.12,56.39,-20.11,-21.61,19.53,-807.75,-0.02,807.73,-8.79,104.91,2.98,-35.81,-7.57,-295.85,16,15.89,4.48,15,15.89,4.45,3,26,23,-0.08,0.31,0.67,13,19,20,44,10464.04,81.75,72.32,67.78,69.35,37.97,8.25,528.42,520.17,3.45,15.68,6.39,41.48,90.83,97,31,0.42,7.16,4,16,2,1,0.115
"(Intercept)437",2845,"tedQI35RehbiA5q79T8iqzA4uS",66,"1",32.27,0.25,0.14,0.2,0.24,0.1,0.07,0.88,0.8,1.29,1.8,0.01,0.17,0.31,1.02,-0.0691325942998146,0.119070957641573,24380.26,191.97,220.52,103.73,161.66,153.79,0,755.31,755.31,0.87,-0.48,19.57,4.21,337.69,1.46,4335,90,48.17,176.1,12.5,14.1,8.9,1,1562,1561,7.28,58.13,18.56,8,19,1.18,20,772.32,546.47,773.95,0,1842.45,1842.45,0.24,-1.57,48.49,38.75,1107.31,-0.04,289,25.63,58.43,13.41,15.81,14.32,0,604.72,604.72,7.32,61.42,3.44,5.13,26,246.64,17,289,-18.62,61.16,-8.53,-10.91,9.85,-848.37,-0.08,848.29,-11.04,134.36,3.6,-18.47,-3.09,-100.35,16,17.55,7.7,18,17.7,4.45,0,35,35,-0.15,0.19,1.34,15,21,13,20,23980.54,187.35,122.72,198.45,181.99,173.49,12.81,441.81,429.01,0.18,-1.19,10.85,56.06,278.67,115,13,0.33,3.44,3,73,75,52,-0.734
