"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)112",1451,"SRgYMP8y0d0MQLd59VkTZYnsuU",66,"1.25",77.68,0.61,0.14,0.57,0.59,0.08,0.4,1.43,1.02,2.31,8.48,0.01,0.53,0.65,0.95,0.295292651070341,0.116529975899825,63482.45,499.86,151.04,475.29,479.45,117.47,262.65,1172.99,910.35,1.52,3.19,13.4,397.03,554.45,2.59,3734,109,34.26,24.72,27,31.1,20.76,6,148,142,1.59,3.71,2.37,16,48,-0.13,37,838.17,253.1,237.9,546.77,1684.41,1137.64,0.68,-0.16,22.46,811.02,1176.14,3.55,839,32.42,40.1,19.84,24.61,20.49,0,352.69,352.69,3.15,14.18,1.38,8.28,41.05,273.01,58,839,-26.84,42.88,-15.97,-19.81,17.93,-838.53,-0.11,838.42,-9.65,159.27,1.48,-34.54,-5.56,-198.88,50,21.53,4.42,21,21.44,4.45,13,34,21,0.24,-0.48,0.5,18,25,71,14,2973.78,23.23,10.81,20.38,22.23,10.27,0,59.91,59.91,0.87,0.87,0.96,15.13,29.42,13,115,0.03,41.04,30,2,0,0,0.185
"(Intercept)113",1454,"mNrsiMDsSWMmCiB3x0hG1lNk3l",66,"1",59.56,0.47,0.45,0.4,0.41,0.09,0.17,5.26,5.09,9.46,96.64,0.04,0.35,0.47,2.05,-0.30067419474848,0.283525223305196,60292.1,474.74,179.59,455.67,454.34,122.26,9,1790.97,1781.97,3.4,21.56,15.94,372,536.97,2.91,1729,105,16.47,21.42,7,11.78,5.93,1,115,114,2.37,5.92,2.09,4,19,0.05,56,1040.62,289.65,229.12,90,1959.76,1869.76,-0.23,1.67,25.7,1038.42,1357.7,3.21,3312,93.93,90.71,68.93,80.57,64.6,0,1500,1500,3.06,24.96,1.58,32.54,130.23,750,126,3312,-97.15,94.25,-66.94,-81.13,60.87,-1500,-0.04,1499.96,-2.57,17.47,1.64,-126.16,-34.34,-552.74,231,110.42,30.55,120.5,116.23,14.83,0,145,145,-2.18,4.88,3.94,105.5,126,2,27,4572.94,35.73,40.91,28.38,30.94,18.71,4,444.08,440.08,7.81,74.71,3.62,17.95,45.07,44,84,0.1,28.3,11,4,1,1,-0.17
"(Intercept)114",1457,"cpX94CbFSsEdNpFwywmfuSg1T8",66,"1",69.97,0.55,0.28,0.5,0.52,0.19,0.3,3.18,2.88,6.79,61.65,0.02,0.42,0.66,3.03,-0.530009437692203,0.398192239158986,60369.34,475.35,128.41,469.74,468.05,144.66,265.36,843.54,578.18,0.45,-0.31,11.39,371.24,563.74,3.13,3821,89,42.93,257.01,13,13.92,10.38,1,2437,2436,9.08,81.6,27.24,7,22,0.38,16,874.77,319.5,225.9,179.04,2296.27,2117.23,1.09,3.32,28.35,830.01,1125.86,2.12,896,36.91,62.65,17.69,23.28,18.93,0,727.23,727.23,4.8,33.98,2.09,6.76,38.12,415.24,94,896,-27.16,38.59,-14.99,-19.54,16.44,-473.71,55.05,528.76,-4.23,29.65,1.29,-32.91,-5.34,-247.53,62,25.61,7.93,25.5,25.98,6.67,0,45,45,-0.52,1.09,0.95,22,30.75,6,40,3108.94,24.29,14.14,21.93,22.69,11.11,2,83.67,81.67,1.35,2.54,1.25,15.22,29.71,17,111,-0.08,40.94,42,2,0,0,0.193
"(Intercept)115",1459,"KOo863SZ9AWw1LSAtEXxdVWUOA",66,"1",57.61,0.45,0.2,0.44,0.43,0.09,0.29,2.43,2.14,7.6,72.18,0.02,0.36,0.49,0.98,0.109180240063095,0.126888975650281,57961.92,456.39,166.16,436.68,444.91,135.84,202.21,1627.7,1425.49,2.81,17.28,14.74,351.35,544.31,2.76,1390,98,14.18,17.5,9,10.38,4.45,5,144,139,4.76,29.33,1.77,7,12,0.04,62,1028.35,357.73,311.2,312.79,3021.36,2708.57,1.56,5.5,31.74,869.39,1264.26,5.53,1183,77.28,201.55,31.95,47.41,38.71,0,5666.67,5666.67,18.92,500.66,5.86,11.51,87.35,1046.9,107,1183,-62.15,149.89,-30.33,-38.49,33.25,-3354.1,-0.23,3353.87,-12.01,215.4,4.36,-66.77,-12.61,-1194.06,82,40.81,9.52,41,41.31,7.41,8,59,51,-0.69,1.28,1.25,36.25,46,49,46,7383.11,57.68,34.03,53.24,54.63,32.43,4.47,154.15,149.68,0.76,0.06,3.01,32.39,76.17,85,43,0.1,12.43,7,12,0,0,0.331
"(Intercept)116",1468,"M8raRXsl7BU7Y67YFbLl7uYsEt",66,"1",55.58,0.44,0.11,0.42,0.43,0.08,0.18,0.78,0.6,1.02,1.43,0.01,0.37,0.48,1.34,-0.0497588571874702,0.179533527575333,57869.24,455.66,124.74,450.75,455.84,137.16,14.42,869.87,855.44,-0.17,1.15,11.07,369.56,560.61,2.67,693,47,14.74,12.09,11,12.97,5.93,1,63,62,1.96,4.47,1.76,8,18,-0.02,5,1043.47,237.74,239.13,149.28,1709.22,1559.94,-0.48,1.67,21.1,936.25,1258.63,3.56,697,25.58,79.9,12.05,14.98,13.58,-9.49,987.01,996.51,10.35,117.36,3.03,4.65,25.51,975.61,35,697,-16.76,27.14,-12.13,-13.52,11.26,-582.1,-0.05,582.05,-13.93,272.73,1.03,-21.37,-5.29,-119.5,25,24.91,4.74,25,24.76,4.45,15,35,20,0.18,-0.61,0.63,21,28,31,44,3798.93,29.68,43.85,23.43,24.5,13.08,1,400.71,399.71,6.97,52.03,3.88,16.12,34.57,20,108,-0.1,37.54,35,3,2,1,-0.385
"(Intercept)117",1473,"ohfVHeiWjMlhbcVdxzKBAwLd8R",66,"1",62.45,0.49,0.08,0.48,0.49,0.07,0.33,0.76,0.42,0.49,0.53,0.01,0.45,0.54,0.63,0.267506662291425,0.0825919243385233,59986.08,472.33,113.15,462.44,469.32,138.34,265.07,788.87,523.81,0.27,-0.69,10.04,376.11,569.77,2.75,867,68,12.75,16.62,10,9.66,4.45,1,119,118,4.6,24.22,2.02,6,13,-0.01,9,963.79,239.65,260.3,527.09,1590.69,1063.6,0.15,-0.62,21.27,838.85,1206.31,4.38,643,26.59,95.46,12.05,16.5,13.32,0,1992.54,1992.54,16.09,299.51,3.76,5.6,28.14,244.57,33,643,-18.05,45.39,-9.42,-12.42,10.46,-1000,-0.18,999.82,-16.6,342.6,1.79,-21.46,-3.7,-153.85,45,20.43,4.65,21,20.53,4.45,5,31,26,-0.42,1.12,0.59,18,22.5,3,62,2309.88,18.05,9.41,17.33,17.54,9.33,1.41,50.45,49.03,0.58,0.26,0.83,10.63,23.3,4,124,0.07,52.89,52,1,0,0,0.293
"(Intercept)118",1475,"xYx2r9kxrdGzX2AtKW1Z3hn0jB",66,"1",117.92,0.93,0.19,0.92,0.92,0.17,0.23,1.68,1.46,0.25,1.77,0.02,0.83,1.04,0.28,0.788015716149831,0.0517474950828634,77504.07,610.27,253.75,584.66,585.92,161.29,321.04,2714.96,2393.93,4.57,34.83,22.52,481.34,678.78,2.59,5358,123,43.56,32.53,38,38.71,23.72,6,178,172,1.72,3.84,2.93,23,54,0.18,29,663.59,335.17,217.6,388.09,3068.19,2680.1,2.99,15.36,29.74,603.28,940.36,4.46,2606,50.4,144.89,17.43,26.4,20.54,0,3390.75,3390.75,12.85,227.27,2.84,6.47,45.14,2189.91,290,2606,-30.6,45.03,-16.03,-21,18,-534.61,-0.06,534.55,-3.86,21.66,0.88,-34.94,-5.79,-383.83,235,44.18,10.82,46,44.18,10.38,13,69,56,-0.11,-0.18,1,36,51,91,36,1388.97,10.85,7.06,10.02,10.23,5.3,0,70.38,70.38,4.74,37.11,0.62,7.05,13.67,1,127,0.05,72.11,120,1,0,0,0.525
"(Intercept)119",1476,"tJlaYyp3JTkBaRjsh42uQColhI",66,"1.25",95.28,0.75,0.3,0.78,0.78,0.16,0.01,1.55,1.54,-1.02,1.52,0.03,0.7,0.9,2.12,-0.0335574516399965,0.28872658105709,56937.79,448.33,205.78,462.08,461.16,152.67,0,962.69,962.69,-0.55,0.65,18.26,372.89,579.92,2.96,14983,110,136.21,89.35,106.5,118.18,31.88,64,719,655,3.38,15.91,8.52,87.25,146.5,-0.12,6,602.42,329.62,212.81,0,1410.63,1410.63,-1.04,0.9,29.25,696.02,969.36,3.54,1125,29.78,52.98,14.11,20.6,16.87,0,907.4,907.4,7.6,91.1,1.58,5.03,36.97,501.17,74,1125,-25.83,29.8,-15.44,-20.72,19.13,-288.17,-0.05,288.12,-2.57,12,0.89,-36.92,-5.06,-195.31,48,23.45,6.25,24.5,23.71,5.19,7,36,29,-0.4,-0.37,0.64,20,28,94,0,7601.12,59.38,122.63,19.36,24.83,9.38,1,581.73,580.73,2.85,7.08,10.84,12.77,25.07,21,107,-0.15,46.88,24,2,15,1,-0.771
"(Intercept)120",1487,"0DBOZDARtRlzKd2aXgzwi2ytvg",66,"1",246.76,1.94,1.31,2.02,1.86,0.85,0.1,9.06,8.97,1.66,7.24,0.12,1.09,2.51,5.26,0.347262542154902,0.587831852106477,51554.22,405.94,426.36,390.76,366.16,142.56,0,3514.59,3514.59,4.73,29.62,37.83,290.41,486.91,0.24,36876,38,970.42,1101.29,472,786.75,166.05,126,4283,4157,1.63,1.28,178.65,392.25,824,21.1,31,111.05,306.91,0,0,2717.4,2717.4,5.32,38.58,27.23,0,172.62,-2.39,218,9.04,21.74,3.36,4.48,4.13,0,176.68,176.68,5.55,35.2,1.47,0.96,7.78,87.46,20,218,-8.61,19.49,-1.87,-4.09,2.59,-129.25,0,129.25,-4.28,20.29,1.32,-7.77,-0.42,-109.78,21,1.77,3.09,0,1.06,0,0,12,12,1.67,1.54,0.2,0,3,49,5,11334.31,88.55,155.65,5.39,56.15,4.67,1,683.57,682.57,1.66,1.59,13.76,3,81.43,37,91,0.47,62.96,28,17,25,16,0.015
"(Intercept)121",1488,"h062lwl8hODbys7ygo1jGD2fFU",66,"0.9375",58.45,0.46,0.08,0.46,0.46,0.09,0.23,0.68,0.44,0.21,-0.35,0.01,0.39,0.52,0.64,0.237107533436441,0.0821878338236645,60478.54,476.21,128.71,476.32,474.76,122.75,78.07,883.26,805.18,0.13,0.57,11.42,392.96,558.03,2.91,858,78,11,6.99,10,10.47,7.41,1,35,34,0.79,0.78,0.79,6,15,-0.1,10,1017.27,367.15,268.14,0,3060.91,3060.91,0.5,7.4,32.58,859.31,1227.01,4.4,503,27.93,51.18,11.22,18.82,12.57,0,813.98,813.98,8.43,112.84,2.28,5.21,34.88,218.75,34,503,-19.62,31.16,-10.38,-14.53,11.87,-457.37,-0.02,457.35,-7.52,87.73,1.39,-25.47,-4.16,-156.25,31,17.07,5.09,18,17.35,4.45,4,29,25,-0.48,0.42,0.66,15,21,20,24,4330.34,33.83,30.16,27.38,29.91,14.89,1,280.93,279.93,4.86,34.52,2.67,18.99,40.25,37,91,-0.24,29.88,21,3,1,1,-0.135
"(Intercept)122",1492,"09uQodm3JJdmOW1l0fy1Kgno5a",66,"1",74.33,0.59,0.16,0.55,0.57,0.1,0.37,1.31,0.94,1.88,5.35,0.01,0.49,0.64,1.32,0.0998612732552903,0.178811973412424,58495.8,460.6,137.67,438.33,447.83,117.92,264.92,1188.63,923.72,1.63,5.5,12.22,363.61,525.73,3.17,6322,104,60.79,84.38,44.5,44.61,30.39,4,520,516,4.25,19.02,8.27,26.5,66,-0.15,21,730.72,452.6,307.24,0,2476.99,2476.99,0.21,1.2,40.16,644.21,1040.11,4.56,360,22.4,23.16,15,18.55,15.64,0.01,154.59,154.58,2.31,7.86,1.22,6.99,30.33,132.05,14,360,-17.88,21.11,-10.72,-14.2,12.65,-198.66,-0.06,198.6,-3.09,17.22,1.11,-24.72,-4.05,-90.06,15,9.61,3.83,11,10,2.97,0,16,16,-0.89,0.2,0.44,8,12,70,21,2789.27,21.79,12.31,21.75,20.94,11.62,1,63.01,62.01,0.88,1.37,1.09,13.77,28.39,9,119,0.01,45.03,23,1,0,0,0.285
"(Intercept)123",1496,"spSCNVXhG1K9zlKOX7p6LVE0ld",66,"1.25",60.09,0.47,0.08,0.48,0.47,0.09,0.23,0.69,0.46,0.04,0.04,0.01,0.41,0.52,1.42,-0.050007154431416,0.192735905203729,57010.93,448.9,113.65,463.7,446.28,146.18,44.42,712.43,668,-0.08,-0.06,10.09,346.63,527.91,2.77,2869,102,28.13,34.16,18,22.54,8.9,2,267,265,5.36,32.25,3.38,17.25,32,-0.08,38,972.5,207.01,172.77,0,1416.71,1416.71,-1.25,4.69,18.37,928.82,1173.64,3.08,427,17.3,57.18,6.05,10.89,7.14,0,875.77,875.77,12.89,179.15,2.77,2.95,23.02,111.11,14,426,-11.22,11.48,-6.85,-9.36,6.8,-100.49,-0.04,100.45,-2.25,9.24,0.56,-16.66,-3.35,-53.28,17,14,4.42,14,14.06,4.45,2,24,22,-0.13,-0.37,0.57,12,17,1,60,2913.46,22.76,35.56,18.41,19.11,10.48,1.41,404.36,402.95,9.66,100.67,3.14,12.08,25.9,7,121,-0.05,48.72,38,2,1,1,-0.318
"(Intercept)124",1498,"qoi3IeKr2yo5k9NBh7mr0MQXEt",66,"1",76.9,0.61,0.11,0.59,0.6,0.09,0.41,0.93,0.52,0.72,0.62,0.01,0.54,0.67,1.11,0.202372830717845,0.148523545462188,62101,488.98,141.22,473.02,479.11,135.05,253.69,883.58,629.89,0.59,-0.03,12.53,383.68,573.02,3.2,2132,80,26.65,19.31,17,23.56,6.67,8,119,111,1.98,5.24,2.16,16,37,0.03,11,810.67,301.18,268.05,491.19,2261.81,1770.62,1.43,3.45,26.73,753.27,1123.29,3.42,744,29.98,60.7,13.24,19.38,14.49,0,1175.97,1175.97,10.85,180.16,2.23,5.75,32.89,304.13,72,744,-20.99,58.72,-10.85,-14.09,11.65,-1075.85,84.24,1160.09,-14.24,235.01,2.15,-23.97,-3.89,-221.09,55,19.34,4.13,19,19.16,4.45,10,29,19,0.36,-0.23,0.47,16,22,23,45,3389.09,26.48,14.16,24.35,24.95,11.43,5.39,79.83,74.45,1.2,1.72,1.25,16.64,31.61,21,107,0.05,36.2,19,2,0,0,0.062
"(Intercept)125",1500,"7pp7jrCznSFciJakQvCExtLkpV",66,"1.25",116.64,0.92,0.18,0.91,0.91,0.19,0.51,1.58,1.07,0.49,0.7,0.02,0.78,1.02,-1.8,1.57967587331113,-0.243595580690997,73018.89,574.95,228.98,531.08,537.69,141.31,318.3,1952.1,1633.8,3.14,13.63,20.32,433.65,623.14,1.78,6966,134,51.99,34.57,49,48.04,36.32,2,166,164,0.9,0.34,2.99,23.25,67.75,-0.34,53,639.7,305.46,208.57,324.04,2209.46,1885.42,1.63,3.44,27.1,546.07,880.29,4.57,1147,21.38,42.67,8.22,12.48,9.47,0,510.84,510.84,5.74,45.03,1.26,3.29,21.13,307.69,120,1147,-16.62,30.58,-7.35,-10.6,8.88,-530.93,-0.01,530.93,-7.14,87.19,0.9,-18.77,-2.33,-210.03,104,19.62,4.43,19,19.59,4.45,9,33,24,0.13,0.13,0.41,17,22,10,63,1018.51,7.96,4.56,6.71,7.56,4.32,0,27.51,27.51,1.17,2.42,0.4,5,10.49,0,128,0.03,79.06,128,0,0,0,0.132
"(Intercept)126",1506,"DpXwlNGPkNaB7kvQgl2FkaiPaw",66,"1.125",25.69,0.2,0.21,0.09,0.16,0.02,0.04,0.96,0.91,1.59,1.45,0.02,0.08,0.19,3.03,-0.83756341619399,0.383072214140602,15490.24,121.97,227.98,1,78.28,1.48,0,686.89,686.89,1.46,0.26,20.23,0,32.17,3.83,7506,80,93.83,149.33,37.5,58.3,40.03,1,795,794,2.86,8.88,16.7,15,80.25,-0.55,42,650.52,486.23,0,0,1386.08,1386.08,1.29,-0.16,43.15,0,319.66,6.97,186,21.18,83.14,8.21,10.7,9.61,0,989.9,989.9,9.96,105.46,6.1,2.94,18.76,62.11,10,186,-11.68,14.75,-6.87,-8.77,8.41,-95.61,-0.01,95.6,-2.82,10.42,1.08,-15.61,-2.11,-56.79,12,14.35,6.03,15.5,14.41,3.71,3,28,25,-0.22,-0.3,1.18,11.25,18,24,6,30302.69,236.74,158.19,267.15,235.6,195.57,1,515.43,514.43,-0.14,-1.39,13.98,62.05,373.66,100,28,-1.45,10.07,15,34,98,34,-0.658
"(Intercept)127",1511,"RCOHKnf6odN5giuJitIKuXVHxB",66,"1",62.28,0.49,0.07,0.49,0.49,0.06,0.24,0.75,0.51,0.28,1.56,0.01,0.45,0.53,0.73,0.230058888476407,0.0958967919317006,59308.17,466.99,122.84,468.25,465.49,128.49,58.08,945.06,886.98,0.21,1.22,10.9,384.63,556.84,2.69,1489,86,17.31,11.63,16,15.97,8.9,1,91,90,3.18,16.91,1.25,10,21.75,-0.11,27,969.63,192.19,172.38,240.69,1559.84,1319.15,-0.2,1.2,17.05,876.12,1113.02,4.05,583,18.62,59.77,8.04,11,9.26,0,969.7,969.7,13.01,193.69,2.48,3.38,20.19,230,26,583,-12.98,18.92,-7.89,-10.26,7.36,-344.01,-0.03,343.98,-10.1,161.66,0.78,-16.94,-4,-88.39,26,18.52,4.44,18,18.65,4.45,5,28,23,-0.42,0.84,0.56,16,21,16,62,2926.56,22.86,40.4,19.67,18.88,10.14,1.41,460.98,459.56,9.96,105.06,3.57,12.04,25.34,8,120,0,49.47,38,3,1,1,-0.304
"(Intercept)128",1515,"LMNAZze2grmRK1GbpyLkCl6jNF",66,"1",88.54,0.7,0.09,0.7,0.69,0.09,0.51,1.11,0.6,0.89,2.38,0.01,0.63,0.75,-0.15,0.758337919625173,-0.0225348565315723,63524.57,500.19,107.19,501.83,498.24,117.33,287.32,789.92,502.61,0.18,-0.33,9.51,411.13,571.33,2.59,7097,121,58.65,36.86,54,54.53,32.62,8,183,175,1.09,1.35,3.35,35,77,-0.11,26,731.51,254.11,236.25,451.08,1733.06,1281.98,0.57,0.16,22.55,779.14,1109.98,4.59,683,19.47,43.32,8.52,13.23,9.79,0,969.7,969.7,15.78,336.55,1.66,3.45,23.59,121.03,65,683,-13.51,17.41,-6.72,-9.89,7.78,-149.28,-0.08,149.2,-2.46,8.53,0.67,-17.19,-2.36,-87.55,60,15.36,3.5,15,15.33,2.97,6,24,18,0.05,0.09,0.37,13,17,25,33,1148.93,8.98,5.26,8.49,8.49,4.46,0,32.76,32.76,1.28,2.87,0.47,5.39,11.34,0,128,0.03,76.38,128,0,0,0,0.244
"(Intercept)129",1528,"3wAqBSVpS1V27GeZDKTRcot6Lo",66,"1",22.24,0.18,0.07,0.17,0.17,0.01,0.14,0.86,0.73,8.08,70.13,0.01,0.16,0.18,-0.03,0.194072550282647,-0.00698537039996247,1353.79,10.66,23.47,5.47,6.86,8.11,0,229.16,229.16,7.04,59.14,2.08,1,12.09,0.02,10923,74,147.61,311.77,85,85.15,97.11,8,2352,2344,5.34,32.6,36.24,18,134.5,-4.42,39,64.75,146.74,71.52,0,1491.84,1491.84,7.25,65.75,13.02,0,109.34,0.29,159,37.23,189.62,8.8,11.96,10.88,0,2214.79,2214.79,10.13,109.15,15.04,2.79,19.23,148.19,18,159,-11.45,24.77,-3.89,-5.39,4.52,-157.13,0,157.13,-3.93,16.37,1.96,-8.59,-1.4,-125,18,13.87,9.79,14,13.68,11.86,0,32,32,0.01,-1.35,2.04,5.5,21,11,1,42739,333.9,184.09,326.86,330.5,198.57,6.32,696.82,690.5,0.16,-0.97,16.27,194.38,468.77,123,5,2.26,1.47,1,65,122,65,-0.051
"(Intercept)130",1529,"Ag5QlsptdtgFy8HUO51VN5V2ub",66,"1",82.45,0.65,0.16,0.62,0.63,0.14,0.4,1.31,0.91,1.53,3.55,0.01,0.54,0.72,1.56,0.052921437683984,0.219656978811275,60382.59,475.45,116.73,469.17,472.07,132.26,269.89,886.65,616.76,0.41,0.17,10.36,383.98,559.52,2.54,6533,124,52.69,32.45,49.5,49.31,34.1,9,168,159,0.9,0.77,2.91,23.75,72,0.1,38,743.68,285.78,276.42,384.27,1786,1401.73,0.47,0.14,25.36,787.38,1160.31,3.7,616,21.72,25.73,12.08,16.63,13.34,0,185.57,185.57,2.48,8.18,1.04,5,29.47,144.84,43,616,-16.4,20.09,-8.87,-12.47,10.43,-174.69,-0.07,174.62,-2.59,10.25,0.81,-21.65,-3.3,-110.68,44,14.86,3.71,14,14.7,2.97,4,25,21,0.34,0.41,0.41,12.5,17,70,82,2719.64,21.25,11.93,19.1,20.42,11.06,1.41,69.89,68.48,0.89,1.17,1.05,12.7,28.93,14,114,-0.05,45.84,26,2,1,1,-0.09
"(Intercept)131",1533,"IZknXh2knfAWv3LS2Z3IvlBDOB",66,"1",27.86,0.22,0.11,0.2,0.2,0.03,0.14,1.04,0.9,4.69,24.89,0.01,0.18,0.22,-0.73,0.508101780942767,-0.106363489154528,2319.86,18.27,77.46,0,0,0,0,425.24,425.24,4.12,15.8,6.87,0,0,-0.71,18666,5,3733.2,5756.92,20,3733.2,13.34,11,13112,13101,0.71,-1.49,2574.57,16,5507,2617.9,2,102.76,159.77,0,0,858.81,858.81,3.98,14.3,14.18,0,0,-1.42,43,15.9,16.39,11.71,13.32,13.03,0,63.4,63.4,1.31,0.97,2.5,3.4,20.07,NA,3,43,-13.07,13.76,-8.06,-10.7,10.17,-58.98,-0.01,58.97,-1.52,2.06,2.1,-18.47,-2.89,NA,3,3.11,7.56,0,1.5,0,0,27,27,2.2,3.41,1.43,0,0,2,3,32667.73,255.22,94.29,248.89,258.6,98.01,5.83,435.99,430.16,-0.4,0.06,8.33,192.77,327.97,122,6,1.86,2.52,5,94,120,93,-0.463
"(Intercept)132",1540,"53rqzE2pgoMfqWFXr4dTCbA5m2",66,"1.25",61.5,0.48,0.13,0.45,0.47,0.11,0.26,1.35,1.08,2.36,12.2,0.01,0.4,0.56,1.73,-0.125766074175471,0.224713711573977,59301.67,466.94,121.24,437.5,456.25,118.27,282.36,991.55,709.19,1.02,1.59,10.76,375.99,542.89,2.55,1982,129,15.36,14.56,9,12.5,5.93,1,95,94,2.39,7.34,1.28,6,19,0.06,73,993.76,231.89,205.84,640.86,1940.99,1300.13,0.48,0.5,20.58,952.3,1253.76,1.91,1898,32.02,47.41,20.9,24.76,20.55,0,833.33,833.33,8.89,128.41,1.09,10.2,40.07,492.54,118,1898,-31.36,29.02,-23.72,-26.93,20.48,-360.56,-0.19,360.36,-2.9,16.75,0.67,-41.52,-12.79,-201.38,81,61.24,10.32,62,61.78,7.41,29,85,56,-0.71,1.51,1.31,57,67,20,61,3486.85,27.24,15.65,23.85,25.79,15.42,3,73.68,70.68,0.82,0.24,1.38,14.97,36.1,26,102,-0.03,35.49,16,3,0,0,0.214
"(Intercept)133",1548,"S1LoWK8tf4wuUZM8pH0yNRgk5f",66,"1",8.66,0.07,0.04,0.06,0.07,0,0.04,0.47,0.42,10.95,119.23,0,0.06,0.07,-0.13,0.118371067334019,-0.018480365096298,59.3,0.47,2.24,0,0,0,0,17.24,17.24,6.03,37.8,0.2,0,0,-0.01,3650,8,456.25,678.5,99,456.25,143.07,1,1870,1869,1.07,-0.47,239.89,21.25,631.5,-165.31,4,13,30.24,0,0,253.69,253.69,6.33,43.42,2.68,0,0,-0.03,16,10.02,11.34,6.01,8.97,8.6,0,34.72,34.72,1.11,-0.06,2.83,1.82,14.11,NA,0,15,-10.37,11.45,-8.81,-8.97,9.63,-38.89,-0.04,38.85,-1.08,0.17,2.96,-14.8,-1.38,NA,1,3.56,5.55,0,3.56,0,0,16,16,1.17,-0.04,1.85,0,6,4,1,38318.85,299.37,128.65,318.33,304.45,153.39,29.83,513.47,483.64,-0.31,-1.03,11.37,195.17,408.19,125,3,1.03,0.29,1,86,125,86,-0.032
"(Intercept)134",1551,"YgRodjGkUi4qIUkNGT6jOTydeL",66,"1.25",187.81,1.48,0.27,1.44,1.47,0.21,0.75,2.28,1.53,0.38,0.97,0.02,1.33,1.61,1.57,0.892958846871722,0.215808546997895,70853.33,557.9,154.17,542.23,545.04,125.5,299.76,1177.76,877.99,1.21,2.69,13.68,460.97,632.9,3.01,25055,123,203.7,84.7,185,193.98,59.3,53,552,499,1.38,2.8,7.64,146,250,0.01,6,378.55,343.99,195.5,245.03,2897.19,2652.16,4.35,25.06,30.52,471.39,727.58,3.44,1175,28.01,42.18,10.55,18.65,13.37,0,345.19,345.19,2.95,11.47,1.23,3.46,34.39,282.02,105,1175,-24.79,43.32,-7.44,-14.22,10.38,-415.01,-0.01,415,-3.28,14.37,1.26,-26.56,-1.52,-271.46,134,12.51,5.54,12,12.31,5.93,2,27,25,0.3,-0.65,0.4,8,16.25,44,26,820.06,6.41,3.96,5.92,5.94,3.42,1,23.09,22.09,1.4,2.77,0.35,3.61,8.11,0,128,0.02,83.14,128,0,0,0,0.102
"(Intercept)135",1557,"AlzKXZB2wMGoxUfOKXZCieWHdP",66,"1",63.7,0.5,0.09,0.49,0.49,0.08,0.33,0.94,0.61,1.21,3.02,0.01,0.44,0.54,0.81,0.217990887704224,0.104475840401729,62465.2,491.85,123.5,476.56,484.89,119.21,211.3,918.48,707.18,0.64,0.51,10.96,409.02,567.09,2.8,1463,71,20.61,32.65,12,13.44,7.41,2,196,194,4.14,18.05,3.87,8,17.5,0.29,13,987.56,237.27,225.83,384.57,1578.49,1193.92,0.15,-0.39,21.05,884.9,1207.39,4.12,787,24.23,55.82,13.45,17.34,13.97,0,898.98,898.98,12.28,177.65,1.99,5.81,30.07,251.55,36,787,-17.7,17.26,-12,-14.82,11.31,-124.77,-0.03,124.74,-1.9,4.88,0.62,-24.54,-5.78,-98.5,33,24.61,5.45,25,24.62,5.93,13,35,22,0.03,-0.93,0.68,20.75,29,45,50,2840.43,22.19,12.94,20.01,21,11.11,0,85.16,85.16,1.34,3.46,1.14,13.04,29.02,15,113,-0.07,44.49,19,2,0,0,-0.145
